account_id,customer_id,account_type,currency,opening_date,status
ACC000781,CUS000531,CHECKING,USD,2025-05-23,ACTIVE
ACC000782,CUS000532,SAVINGS,USD,2026-02-11,ACTIVE
ACC000783,CUS000532,CREDIT,USD,2020-09-30,ACTIVE
ACC000784,CUS000533,CHECKING,PEN,2024-06-04,ACTIVE
ACC000785,CUS000533,CHECKING,USD,2026-02-15,ACTIVE
ACC000786,CUS000534,SAVINGS,USD,2024-07-31,ACTIVE
ACC000787,CUS000534,CHECKING,USD,2022-03-02,ACTIVE
ACC000788,CUS000535,SAVINGS,PEN,2020-01-10,ACTIVE
ACC000789,CUS000535,SAVINGS,USD,2024-09-15,ACTIVE
ACC000790,CUS000536,CHECKING,PEN,2024-12-10,ACTIVE
ACC000791,CUS000537,SAVINGS,PEN,2020-09-11,ACTIVE
ACC000792,CUS000537,SAVINGS,USD,2026-07-22,ACTIVE
ACC000793,CUS000538,CHECKING,PEN,2020-07-13,ACTIVE
ACC000794,CUS000539,CHECKING,PEN,2025-05-17,ACTIVE
ACC000795,CUS000539,SAVINGS,USD,2025-10-01,ACTIVE
ACC000796,CUS000540,CHECKING,PEN,2023-07-25,ACTIVE
ACC000797,CUS000540,CHECKING,USD,2026-01-03,ACTIVE
ACC000798,CUS000541,CHECKING,USD,2019-06-22,ACTIVE
ACC000799,CUS000542,SAVINGS,PEN,2022-07-28,ACTIVE
ACC000800,CUS000542,SAVINGS,USD,2024-12-17,ACTIVE
ACC000801,CUS000543,CHECKING,USD,2021-11-15,ACTIVE
ACC000802,CUS000543,SAVINGS,USD,2019-01-11,ACTIVE
ACC000803,CUS000544,SAVINGS,USD,2025-01-28,ACTIVE
ACC000804,CUS000544,SAVINGS,USD,2020-11-16,ACTIVE
ACC000805,CUS000545,CREDIT,USD,2024-10-01,ACTIVE
ACC000806,CUS000545,SAVINGS,PEN,2020-10-24,CLOSED
ACC000807,CUS000546,SAVINGS,USD,2023-08-12,ACTIVE
ACC000808,CUS000546,CHECKING,PEN,2021-03-03,ACTIVE
ACC000809,CUS000547,SAVINGS,PEN,2018-09-04,ACTIVE
ACC000810,CUS000548,SAVINGS,USD,2024-06-24,CLOSED
ACC000811,CUS000548,SAVINGS,USD,2022-01-10,ACTIVE
ACC000812,CUS000549,CHECKING,PEN,2021-07-02,ACTIVE
ACC000813,CUS000549,CREDIT,PEN,2021-10-19,ACTIVE
ACC000814,CUS000550,CREDIT,PEN,2022-06-13,ACTIVE
ACC000815,CUS000551,SAVINGS,PEN,2020-09-28,ACTIVE
ACC000816,CUS000552,CREDIT,PEN,2023-11-14,ACTIVE
ACC000817,CUS000553,SAVINGS,PEN,2026-07-20,ACTIVE
ACC000818,CUS000553,CREDIT,USD,2019-09-19,ACTIVE
ACC000819,CUS000554,SAVINGS,USD,2025-07-05,ACTIVE
ACC000820,CUS000554,CHECKING,PEN,2019-11-30,ACTIVE
ACC000821,CUS000555,SAVINGS,PEN,2023-04-13,ACTIVE
ACC000822,CUS000556,CREDIT,PEN,2026-02-04,ACTIVE
ACC000823,CUS000557,CREDIT,PEN,2025-08-16,ACTIVE
ACC000824,CUS000557,CREDIT,PEN,2021-12-23,ACTIVE
ACC000825,CUS000558,SAVINGS,USD,2023-08-22,ACTIVE
ACC000826,CUS000559,CHECKING,PEN,2025-09-25,CLOSED
ACC000827,CUS000559,SAVINGS,PEN,2024-05-23,ACTIVE
ACC000828,CUS000560,CHECKING,USD,2019-04-17,ACTIVE
ACC000829,CUS000561,CREDIT,PEN,2026-05-18,ACTIVE
ACC000830,CUS000562,CREDIT,USD,2021-12-10,ACTIVE
ACC000831,CUS000563,CREDIT,PEN,2022-05-31,CLOSED
ACC000832,CUS000564,SAVINGS,PEN,2025-10-03,ACTIVE
ACC000833,CUS000565,CREDIT,PEN,2024-07-28,ACTIVE
ACC000834,CUS000566,CREDIT,USD,2022-09-08,ACTIVE
ACC000835,CUS000567,SAVINGS,USD,2021-03-08,ACTIVE
ACC000836,CUS000568,CHECKING,USD,2018-10-27,ACTIVE
ACC000837,CUS000568,CHECKING,USD,2025-09-21,ACTIVE
ACC000838,CUS000569,SAVINGS,PEN,2018-09-27,ACTIVE
ACC000839,CUS000569,CREDIT,PEN,2024-03-03,ACTIVE
ACC000840,CUS000570,CREDIT,USD,2019-04-24,ACTIVE
ACC000841,CUS000571,CREDIT,PEN,2022-02-26,ACTIVE
ACC000842,CUS000571,CREDIT,PEN,2025-01-01,ACTIVE
ACC000843,CUS000572,CHECKING,USD,2023-03-07,ACTIVE
ACC000844,CUS000572,SAVINGS,PEN,2022-06-29,ACTIVE
ACC000845,CUS000573,CREDIT,PEN,2019-08-29,ACTIVE
ACC000846,CUS000574,CREDIT,PEN,2019-04-08,ACTIVE
ACC000847,CUS000575,CHECKING,USD,2024-03-05,ACTIVE
ACC000848,CUS000576,CREDIT,PEN,2020-11-19,ACTIVE
ACC000849,CUS000576,CREDIT,PEN,2025-01-04,ACTIVE
ACC000850,CUS000577,CHECKING,PEN,2024-08-11,ACTIVE
ACC000851,CUS000578,CHECKING,PEN,2020-12-29,ACTIVE
ACC000852,CUS000578,SAVINGS,PEN,2018-10-04,ACTIVE
ACC000853,CUS000579,SAVINGS,PEN,2025-08-14,ACTIVE
ACC000854,CUS000580,CREDIT,USD,2023-05-31,ACTIVE
ACC000855,CUS000581,CREDIT,PEN,2020-12-13,ACTIVE
ACC000856,CUS000581,CREDIT,USD,2026-04-02,ACTIVE
ACC000857,CUS000582,CHECKING,USD,2021-03-20,ACTIVE
ACC000858,CUS000583,SAVINGS,USD,2023-03-31,ACTIVE
ACC000859,CUS000583,SAVINGS,PEN,2019-04-01,ACTIVE
ACC000860,CUS000584,SAVINGS,PEN,2018-11-21,ACTIVE
ACC000861,CUS000585,SAVINGS,PEN,2019-12-18,ACTIVE
ACC000862,CUS000585,CREDIT,USD,2019-11-01,ACTIVE
ACC000863,CUS000586,CREDIT,PEN,2021-08-03,ACTIVE
ACC000864,CUS000586,CHECKING,USD,2021-02-08,ACTIVE
ACC000865,CUS000587,CHECKING,PEN,2023-02-24,ACTIVE
ACC000866,CUS000588,SAVINGS,USD,2020-03-20,ACTIVE
ACC000867,CUS000589,CHECKING,PEN,2026-07-11,ACTIVE
ACC000868,CUS000590,SAVINGS,USD,2025-05-14,ACTIVE
ACC000869,CUS000590,SAVINGS,USD,2019-04-06,CLOSED
ACC000870,CUS000591,CHECKING,PEN,2026-01-31,ACTIVE
ACC000871,CUS000591,CHECKING,USD,2025-02-17,ACTIVE
ACC000872,CUS000592,CHECKING,USD,2020-08-23,ACTIVE
ACC000873,CUS000592,CREDIT,USD,2025-06-02,ACTIVE
ACC000874,CUS000593,SAVINGS,PEN,2021-07-15,ACTIVE
ACC000875,CUS000593,CHECKING,PEN,2024-11-21,CLOSED
ACC000876,CUS000594,SAVINGS,PEN,2026-06-01,DORMANT
ACC000877,CUS000594,CHECKING,USD,2019-04-27,ACTIVE
ACC000878,CUS000595,CHECKING,USD,2026-05-12,DORMANT
ACC000879,CUS000595,SAVINGS,USD,2022-12-15,ACTIVE
ACC000880,CUS000596,CHECKING,PEN,2021-10-16,ACTIVE
ACC000881,CUS000596,CREDIT,PEN,2026-03-26,CLOSED
ACC000882,CUS000597,CREDIT,PEN,2025-04-28,ACTIVE
ACC000883,CUS000597,SAVINGS,USD,2018-10-09,CLOSED
ACC000884,CUS000598,SAVINGS,USD,2020-12-10,ACTIVE
ACC000885,CUS000598,CHECKING,USD,2021-04-01,ACTIVE
ACC000886,CUS000599,SAVINGS,PEN,2019-05-20,ACTIVE
ACC000887,CUS000600,SAVINGS,USD,2020-07-13,ACTIVE
ACC000888,CUS000601,CREDIT,USD,2023-04-27,ACTIVE
ACC000889,CUS000601,SAVINGS,USD,2019-12-31,ACTIVE
ACC000890,CUS000602,CHECKING,PEN,2022-08-25,ACTIVE
ACC000891,CUS000602,CREDIT,PEN,2026-04-30,ACTIVE
ACC000892,CUS000603,SAVINGS,USD,2024-11-02,ACTIVE
ACC000893,CUS000604,CHECKING,USD,2022-04-08,ACTIVE
ACC000894,CUS000605,CREDIT,PEN,2026-05-18,ACTIVE
ACC000895,CUS000605,CREDIT,PEN,2023-11-30,CLOSED
ACC000896,CUS000606,CREDIT,USD,2020-11-25,ACTIVE
ACC000897,CUS000607,CHECKING,PEN,2022-04-06,ACTIVE
ACC000898,CUS000608,SAVINGS,PEN,2020-02-02,ACTIVE
ACC000899,CUS000609,CHECKING,USD,2019-05-25,ACTIVE
ACC000900,CUS000609,SAVINGS,PEN,2022-05-27,ACTIVE
ACC000901,CUS000610,CHECKING,PEN,2021-01-27,DORMANT
ACC000902,CUS000611,SAVINGS,PEN,2023-10-23,ACTIVE
ACC000903,CUS000612,CREDIT,USD,2019-02-12,ACTIVE
ACC000904,CUS000613,CREDIT,PEN,2021-06-19,ACTIVE
ACC000905,CUS000613,CHECKING,PEN,2019-11-30,ACTIVE
ACC000906,CUS000614,SAVINGS,USD,2021-10-12,ACTIVE
ACC000907,CUS000615,CHECKING,USD,2025-03-25,CLOSED
ACC000908,CUS000615,SAVINGS,USD,2021-02-01,ACTIVE
ACC000909,CUS000616,CREDIT,PEN,2021-09-28,ACTIVE
ACC000910,CUS000616,SAVINGS,USD,2018-09-22,ACTIVE
ACC000911,CUS000617,SAVINGS,USD,2023-08-14,ACTIVE
ACC000912,CUS000617,CHECKING,PEN,2020-08-26,ACTIVE
ACC000913,CUS000618,CHECKING,USD,2025-03-04,ACTIVE
ACC000914,CUS000618,SAVINGS,USD,2018-09-26,ACTIVE
ACC000915,CUS000619,CREDIT,USD,2025-05-25,ACTIVE
ACC000916,CUS000619,CREDIT,PEN,2020-07-11,ACTIVE
ACC000917,CUS000620,SAVINGS,USD,2023-03-20,ACTIVE
ACC000918,CUS000621,SAVINGS,USD,2022-07-25,ACTIVE
ACC000919,CUS000622,SAVINGS,USD,2023-06-28,ACTIVE
ACC000920,CUS000623,CREDIT,PEN,2019-05-16,ACTIVE
ACC000921,CUS000623,SAVINGS,USD,2025-02-06,ACTIVE
ACC000922,CUS000624,SAVINGS,PEN,2025-12-04,ACTIVE
ACC000923,CUS000624,CREDIT,PEN,2019-11-16,ACTIVE
ACC000924,CUS000625,CREDIT,PEN,2025-06-16,ACTIVE
ACC000925,CUS000625,CREDIT,USD,2025-11-19,ACTIVE
ACC000926,CUS000626,SAVINGS,USD,2019-06-12,ACTIVE
ACC000927,CUS000627,CHECKING,PEN,2019-10-20,ACTIVE
ACC000928,CUS000627,CREDIT,USD,2022-12-14,ACTIVE
ACC000929,CUS000628,CREDIT,PEN,2019-07-03,ACTIVE
ACC000930,CUS000628,CREDIT,PEN,2025-10-25,ACTIVE
ACC000931,CUS000629,CHECKING,PEN,2024-05-11,ACTIVE
ACC000932,CUS000629,CREDIT,USD,2023-02-15,ACTIVE
ACC000933,CUS000630,CREDIT,PEN,2020-01-26,ACTIVE
ACC000934,CUS000631,SAVINGS,PEN,2024-09-24,ACTIVE
ACC000935,CUS000632,CHECKING,USD,2023-12-12,ACTIVE
ACC000936,CUS000633,CHECKING,USD,2020-06-10,ACTIVE
ACC000937,CUS000634,CREDIT,PEN,2023-08-01,ACTIVE
ACC000938,CUS000635,CHECKING,USD,2025-01-12,ACTIVE
ACC000939,CUS000636,CHECKING,PEN,2025-03-02,ACTIVE
ACC000940,CUS000637,CHECKING,PEN,2026-07-05,ACTIVE
ACC000941,CUS000637,CREDIT,PEN,2023-04-01,ACTIVE
ACC000942,CUS000638,CREDIT,USD,2020-10-11,ACTIVE
ACC000943,CUS000638,SAVINGS,USD,2020-05-03,ACTIVE
ACC000944,CUS000639,CHECKING,USD,2022-03-18,ACTIVE
ACC000945,CUS000639,SAVINGS,USD,2019-01-11,ACTIVE
ACC000946,CUS000640,CHECKING,PEN,2019-05-25,ACTIVE
ACC000947,CUS000640,CREDIT,PEN,2025-08-11,CLOSED
ACC000948,CUS000641,CHECKING,PEN,2022-01-19,ACTIVE
ACC000949,CUS000641,CREDIT,PEN,2022-11-06,ACTIVE
ACC000950,CUS000642,CHECKING,USD,2024-06-07,ACTIVE
ACC000951,CUS000643,CREDIT,PEN,2021-01-31,ACTIVE
ACC000952,CUS000643,CREDIT,USD,2025-12-08,ACTIVE
ACC000953,CUS000644,CREDIT,USD,2025-01-18,DORMANT
ACC000954,CUS000644,CHECKING,USD,2026-03-02,ACTIVE
ACC000955,CUS000645,CREDIT,USD,2024-04-27,ACTIVE
ACC000956,CUS000645,CHECKING,USD,2018-12-09,ACTIVE
ACC000957,CUS000646,CHECKING,USD,2026-07-07,ACTIVE
ACC000958,CUS000647,CREDIT,PEN,2020-10-31,ACTIVE
ACC000959,CUS000648,CREDIT,PEN,2020-09-21,ACTIVE
ACC000960,CUS000649,SAVINGS,PEN,2019-06-20,ACTIVE
ACC000961,CUS000650,CREDIT,USD,2026-07-04,ACTIVE
ACC000962,CUS000651,CREDIT,PEN,2025-10-29,DORMANT
ACC000963,CUS000652,SAVINGS,PEN,2025-12-11,DORMANT
ACC000964,CUS000652,CREDIT,USD,2025-12-24,ACTIVE
ACC000965,CUS000653,CREDIT,PEN,2019-10-19,ACTIVE
ACC000966,CUS000654,CREDIT,PEN,2019-09-13,ACTIVE
ACC000967,CUS000654,SAVINGS,USD,2020-06-16,ACTIVE
ACC000968,CUS000655,CREDIT,USD,2024-12-16,ACTIVE
ACC000969,CUS000656,CHECKING,USD,2019-03-31,ACTIVE
ACC000970,CUS000657,CREDIT,USD,2024-03-01,ACTIVE
ACC000971,CUS000658,SAVINGS,USD,2023-07-12,ACTIVE
ACC000972,CUS000659,SAVINGS,PEN,2023-03-08,ACTIVE
ACC000973,CUS000660,SAVINGS,USD,2024-09-28,ACTIVE
ACC000974,CUS000660,CHECKING,PEN,2021-02-02,ACTIVE
ACC000975,CUS000661,SAVINGS,USD,2022-07-24,ACTIVE
ACC000976,CUS000662,CREDIT,USD,2020-10-24,CLOSED
ACC000977,CUS000663,CHECKING,USD,2023-09-26,ACTIVE
ACC000978,CUS000664,SAVINGS,PEN,2023-11-02,ACTIVE
ACC000979,CUS000665,CHECKING,USD,2021-05-03,ACTIVE
ACC000980,CUS000665,CREDIT,USD,2024-11-28,ACTIVE
ACC000981,CUS000666,SAVINGS,PEN,2024-12-28,ACTIVE
ACC000982,CUS000667,CHECKING,PEN,2026-02-14,ACTIVE
ACC000983,CUS000668,CREDIT,USD,2024-11-11,DORMANT
ACC000984,CUS000669,SAVINGS,USD,2024-12-27,ACTIVE
ACC000985,CUS000670,CHECKING,USD,2022-10-18,ACTIVE
ACC000986,CUS000670,CREDIT,PEN,2020-03-07,ACTIVE
ACC000987,CUS000671,CHECKING,PEN,2022-10-29,ACTIVE
ACC000988,CUS000671,CREDIT,PEN,2026-05-10,ACTIVE
ACC000989,CUS000672,SAVINGS,USD,2023-02-02,ACTIVE
ACC000990,CUS000672,CREDIT,USD,2024-06-10,CLOSED
ACC000991,CUS000673,SAVINGS,PEN,2023-10-28,ACTIVE
ACC000992,CUS000673,CHECKING,PEN,2026-06-04,ACTIVE
ACC000993,CUS000674,CHECKING,PEN,2025-10-25,ACTIVE
ACC000994,CUS000674,CREDIT,USD,2022-12-16,ACTIVE
ACC000995,CUS000675,SAVINGS,PEN,2024-12-10,ACTIVE
ACC000996,CUS000675,SAVINGS,PEN,2019-04-12,ACTIVE
ACC000997,CUS000676,CREDIT,PEN,2020-12-20,ACTIVE
ACC000998,CUS000677,CREDIT,PEN,2023-03-24,ACTIVE
ACC000999,CUS000677,SAVINGS,PEN,2021-04-11,ACTIVE
ACC001000,CUS000678,CREDIT,USD,2025-12-06,CLOSED
ACC001001,CUS000679,SAVINGS,USD,2022-12-03,ACTIVE
ACC001002,CUS000680,CREDIT,PEN,2023-09-24,ACTIVE
ACC001003,CUS000680,CREDIT,USD,2025-07-18,ACTIVE
ACC001004,CUS000681,SAVINGS,USD,2022-10-11,ACTIVE
ACC001005,CUS000681,CHECKING,PEN,2021-09-27,ACTIVE
ACC001006,CUS000682,CHECKING,PEN,2026-06-13,ACTIVE
ACC001007,CUS000682,SAVINGS,USD,2020-02-16,DORMANT
ACC001008,CUS000683,CREDIT,USD,2021-07-09,ACTIVE
ACC001009,CUS000683,CREDIT,PEN,2023-10-18,ACTIVE
ACC001010,CUS000684,SAVINGS,USD,2023-07-13,ACTIVE
ACC001011,CUS000685,CREDIT,PEN,2023-12-08,ACTIVE
ACC001012,CUS000686,CREDIT,USD,2019-12-24,ACTIVE
ACC001013,CUS000686,CHECKING,USD,2019-07-14,ACTIVE
ACC001014,CUS000687,CHECKING,USD,2024-11-15,CLOSED
ACC001015,CUS000687,CHECKING,USD,2018-10-16,ACTIVE
ACC001016,CUS000688,CREDIT,PEN,2022-07-02,ACTIVE
ACC001017,CUS000688,SAVINGS,USD,2022-05-10,ACTIVE
ACC001018,CUS000689,CREDIT,USD,2021-05-11,ACTIVE
ACC001019,CUS000690,CREDIT,USD,2020-10-31,ACTIVE
ACC001020,CUS000691,CREDIT,PEN,2026-07-12,ACTIVE
ACC001021,CUS000692,SAVINGS,PEN,2023-05-18,ACTIVE
ACC001022,CUS000692,CHECKING,PEN,2025-05-18,ACTIVE
ACC001023,CUS000693,SAVINGS,USD,2025-10-22,ACTIVE
ACC001024,CUS000693,SAVINGS,PEN,2019-05-31,ACTIVE
ACC001025,CUS000694,CREDIT,PEN,2023-12-21,ACTIVE
ACC001026,CUS000695,CREDIT,PEN,2022-03-10,ACTIVE
ACC001027,CUS000695,SAVINGS,USD,2023-08-01,DORMANT
ACC001028,CUS000696,CREDIT,PEN,2020-08-07,ACTIVE
ACC001029,CUS000697,SAVINGS,USD,2020-05-02,ACTIVE
ACC001030,CUS000697,CREDIT,PEN,2018-10-05,ACTIVE
ACC001031,CUS000698,SAVINGS,USD,2019-06-20,ACTIVE
ACC001032,CUS000699,CREDIT,PEN,2019-10-07,ACTIVE
ACC001033,CUS000700,SAVINGS,USD,2024-11-18,ACTIVE
ACC001034,CUS000701,CHECKING,USD,2026-01-11,ACTIVE
ACC001035,CUS000701,SAVINGS,PEN,2020-03-14,ACTIVE
ACC001036,CUS000702,CHECKING,USD,2021-04-14,ACTIVE
ACC001037,CUS000702,CHECKING,PEN,2024-08-19,ACTIVE
ACC001038,CUS000703,CHECKING,USD,2019-06-09,ACTIVE
ACC001039,CUS000703,SAVINGS,PEN,2024-09-13,ACTIVE
ACC001040,CUS000704,SAVINGS,PEN,2023-09-04,ACTIVE
ACC001041,CUS000704,CREDIT,PEN,2022-06-21,ACTIVE
ACC001042,CUS000705,CHECKING,PEN,2019-03-23,ACTIVE
ACC001043,CUS000705,CREDIT,PEN,2022-01-05,ACTIVE
ACC001044,CUS000706,SAVINGS,USD,2023-10-07,ACTIVE
ACC001045,CUS000706,CREDIT,PEN,2019-02-23,ACTIVE
ACC001046,CUS000707,CHECKING,PEN,2025-07-16,DORMANT
ACC001047,CUS000708,CHECKING,USD,2023-08-08,DORMANT
ACC001048,CUS000709,CREDIT,USD,2026-01-17,ACTIVE
ACC001049,CUS000710,SAVINGS,USD,2023-09-29,ACTIVE
ACC001050,CUS000711,CHECKING,USD,2021-09-08,ACTIVE
ACC001051,CUS000712,SAVINGS,USD,2018-12-14,ACTIVE
ACC001052,CUS000713,CHECKING,PEN,2018-09-05,CLOSED
ACC001053,CUS000714,CREDIT,USD,2026-06-12,ACTIVE
ACC001054,CUS000714,CREDIT,USD,2021-09-06,ACTIVE
ACC001055,CUS000715,CHECKING,USD,2023-03-22,ACTIVE
ACC001056,CUS000715,CHECKING,USD,2024-11-25,DORMANT
ACC001057,CUS000716,CHECKING,USD,2021-12-19,ACTIVE
ACC001058,CUS000716,CREDIT,PEN,2020-11-26,ACTIVE
ACC001059,CUS000717,SAVINGS,USD,2025-07-22,ACTIVE
ACC001060,CUS000717,SAVINGS,PEN,2022-01-28,ACTIVE
ACC001061,CUS000718,CHECKING,USD,2024-09-15,ACTIVE
ACC001062,CUS000718,SAVINGS,USD,2026-01-02,ACTIVE
ACC001063,CUS000719,SAVINGS,USD,2024-06-27,ACTIVE
ACC001064,CUS000719,CHECKING,USD,2024-09-08,DORMANT
ACC001065,CUS000720,CHECKING,PEN,2026-03-22,DORMANT
ACC001066,CUS000721,CHECKING,PEN,2019-12-22,ACTIVE
ACC001067,CUS000721,CHECKING,USD,2023-12-19,ACTIVE
ACC001068,CUS000722,CREDIT,USD,2022-05-03,ACTIVE
ACC001069,CUS000723,CHECKING,PEN,2018-09-17,ACTIVE
ACC001070,CUS000724,CREDIT,PEN,2022-07-08,ACTIVE
ACC001071,CUS000725,SAVINGS,USD,2021-03-10,ACTIVE
ACC001072,CUS000725,SAVINGS,USD,2019-12-21,ACTIVE
ACC001073,CUS000726,CHECKING,PEN,2023-06-11,ACTIVE
ACC001074,CUS000727,CHECKING,USD,2019-10-06,ACTIVE
ACC001075,CUS000728,CHECKING,USD,2020-03-01,ACTIVE
ACC001076,CUS000728,CHECKING,USD,2026-05-21,ACTIVE
ACC001077,CUS000729,SAVINGS,USD,2025-04-03,ACTIVE
ACC001078,CUS000729,SAVINGS,PEN,2024-02-05,ACTIVE
ACC001079,CUS000730,CREDIT,PEN,2022-01-20,ACTIVE
ACC001080,CUS000731,CHECKING,PEN,2025-12-10,ACTIVE
ACC001081,CUS000731,CHECKING,PEN,2019-08-27,ACTIVE
ACC001082,CUS000732,SAVINGS,PEN,2022-12-05,ACTIVE
ACC001083,CUS000732,SAVINGS,PEN,2023-09-02,ACTIVE
ACC001084,CUS000733,CHECKING,PEN,2023-01-14,ACTIVE
ACC001085,CUS000734,SAVINGS,USD,2024-11-24,ACTIVE
ACC001086,CUS000734,CHECKING,USD,2018-09-25,ACTIVE
ACC001087,CUS000735,CHECKING,PEN,2024-08-20,ACTIVE
ACC001088,CUS000736,SAVINGS,USD,2020-01-18,ACTIVE
ACC001089,CUS000736,CHECKING,PEN,2022-02-11,ACTIVE
ACC001090,CUS000737,SAVINGS,USD,2021-03-18,ACTIVE
ACC001091,CUS000738,CHECKING,USD,2025-06-01,ACTIVE
ACC001092,CUS000738,CHECKING,PEN,2025-08-15,ACTIVE
ACC001093,CUS000739,CHECKING,PEN,2025-01-18,ACTIVE
ACC001094,CUS000739,CREDIT,PEN,2022-01-10,ACTIVE
ACC001095,CUS000740,CHECKING,PEN,2022-05-25,CLOSED
ACC001096,CUS000740,CREDIT,PEN,2026-06-22,ACTIVE
ACC001097,CUS000741,CHECKING,USD,2021-10-11,ACTIVE
ACC001098,CUS000741,CREDIT,PEN,2025-12-18,ACTIVE
ACC001099,CUS000742,CREDIT,PEN,2024-09-22,ACTIVE
ACC001100,CUS000743,CHECKING,USD,2024-02-27,ACTIVE
ACC001101,CUS000744,CHECKING,PEN,2025-09-29,ACTIVE
ACC001102,CUS000744,CREDIT,PEN,2022-11-20,ACTIVE
ACC001103,CUS000745,SAVINGS,USD,2025-04-07,ACTIVE
ACC001104,CUS000746,CHECKING,PEN,2022-05-07,ACTIVE
ACC001105,CUS000746,CHECKING,USD,2024-07-23,ACTIVE
ACC001106,CUS000747,CREDIT,USD,2020-06-11,ACTIVE
ACC001107,CUS000748,CHECKING,PEN,2020-10-24,ACTIVE
ACC001108,CUS000749,CREDIT,PEN,2023-08-21,ACTIVE
ACC001109,CUS000750,CHECKING,PEN,2024-02-12,ACTIVE
ACC001110,CUS000751,CREDIT,USD,2018-09-04,ACTIVE
ACC001111,CUS000752,CREDIT,PEN,2023-07-26,ACTIVE
ACC001112,CUS000753,CREDIT,PEN,2021-09-22,ACTIVE
ACC001113,CUS000754,CREDIT,PEN,2019-03-04,CLOSED
ACC001114,CUS000754,CREDIT,PEN,2022-03-10,ACTIVE
ACC001115,CUS000755,CHECKING,USD,2025-05-10,ACTIVE
ACC001116,CUS000755,CREDIT,PEN,2023-10-02,ACTIVE
ACC001117,CUS000756,CREDIT,PEN,2022-10-23,ACTIVE
ACC001118,CUS000756,CHECKING,USD,2021-07-04,ACTIVE
ACC001119,CUS000757,SAVINGS,USD,2023-11-02,ACTIVE
ACC001120,CUS000758,CREDIT,USD,2024-06-19,ACTIVE
ACC001121,CUS000758,CREDIT,USD,2026-03-09,ACTIVE
ACC001122,CUS000759,CREDIT,PEN,2021-03-12,ACTIVE
ACC001123,CUS000760,SAVINGS,USD,2025-03-25,ACTIVE
ACC001124,CUS000761,SAVINGS,USD,2026-03-14,ACTIVE
ACC001125,CUS000761,CREDIT,USD,2021-04-02,ACTIVE
ACC001126,CUS000762,CREDIT,PEN,2019-03-19,ACTIVE
ACC001127,CUS000762,CHECKING,PEN,2018-08-30,ACTIVE
ACC001128,CUS000763,CHECKING,USD,2022-07-27,ACTIVE
ACC001129,CUS000764,CREDIT,USD,2026-02-22,ACTIVE
ACC001130,CUS000764,CHECKING,PEN,2022-11-21,ACTIVE
ACC001131,CUS000765,CHECKING,PEN,2025-01-20,ACTIVE
ACC001132,CUS000765,CREDIT,USD,2023-12-12,ACTIVE
ACC001133,CUS000766,CREDIT,USD,2023-04-04,ACTIVE
ACC001134,CUS000767,CREDIT,PEN,2021-10-05,ACTIVE
ACC001135,CUS000767,CHECKING,USD,2021-11-22,ACTIVE
ACC001136,CUS000768,CREDIT,PEN,2019-10-02,ACTIVE
ACC001137,CUS000768,CHECKING,PEN,2021-02-09,CLOSED
ACC001138,CUS000769,CHECKING,PEN,2025-06-12,ACTIVE
ACC001139,CUS000769,SAVINGS,PEN,2025-02-14,ACTIVE
ACC001140,CUS000770,SAVINGS,USD,2025-04-18,ACTIVE
ACC001141,CUS000770,SAVINGS,USD,2025-07-03,ACTIVE
ACC001142,CUS000771,CHECKING,PEN,2024-10-20,ACTIVE
ACC001143,CUS000772,SAVINGS,USD,2021-01-17,DORMANT
ACC001144,CUS000773,CHECKING,PEN,2022-10-24,ACTIVE
ACC001145,CUS000774,SAVINGS,USD,2023-10-18,ACTIVE
ACC001146,CUS000774,CHECKING,USD,2025-05-15,ACTIVE
ACC001147,CUS000775,SAVINGS,PEN,2022-01-20,CLOSED
ACC001148,CUS000775,CHECKING,PEN,2022-05-09,ACTIVE
ACC001149,CUS000776,SAVINGS,USD,2019-01-27,ACTIVE
ACC001150,CUS000776,CHECKING,PEN,2019-02-27,CLOSED
ACC001151,CUS000777,CREDIT,USD,2020-02-15,ACTIVE
ACC001152,CUS000778,CREDIT,USD,2018-12-26,ACTIVE
ACC001153,CUS000779,CREDIT,PEN,2023-01-18,ACTIVE
ACC001154,CUS000780,SAVINGS,USD,2020-08-15,ACTIVE
ACC001155,CUS000780,CHECKING,PEN,2023-11-17,ACTIVE
ACC001156,CUS000781,SAVINGS,PEN,2019-08-09,ACTIVE
ACC001157,CUS000781,SAVINGS,PEN,2023-03-29,ACTIVE
ACC001158,CUS000782,SAVINGS,PEN,2024-07-10,ACTIVE
ACC001159,CUS000783,SAVINGS,PEN,2025-02-12,ACTIVE
ACC001160,CUS000784,CHECKING,USD,2021-03-27,ACTIVE
ACC001161,CUS000785,SAVINGS,PEN,2023-02-10,ACTIVE
ACC001162,CUS000785,CHECKING,PEN,2021-10-04,ACTIVE
ACC001163,CUS000786,SAVINGS,USD,2022-08-19,ACTIVE
ACC001164,CUS000786,SAVINGS,USD,2019-07-29,ACTIVE
ACC001165,CUS000787,CREDIT,PEN,2025-11-09,ACTIVE
ACC001166,CUS000788,SAVINGS,USD,2021-02-05,ACTIVE
ACC001167,CUS000788,SAVINGS,PEN,2021-06-18,ACTIVE
ACC001168,CUS000789,CHECKING,USD,2020-05-11,ACTIVE
ACC001169,CUS000789,CHECKING,USD,2026-05-17,ACTIVE
ACC001170,CUS000790,CREDIT,USD,2019-07-24,CLOSED
ACC001171,CUS000790,SAVINGS,USD,2020-12-01,ACTIVE
